scenario,detection_rate,estimated_true_value_usd
baseline_10_30,0.18683248259139024,163890965185.0571
baseline_10_30,0.2387731539910668,128239525206.2923
baseline_10_30,0.11279192649550936,271474713228.18854
baseline_10_30,0.17792845527947843,172092518038.9341
baseline_10_30,0.27077090848915325,113085102349.72281
baseline_10_30,0.2629432591233437,116451572106.89229
baseline_10_30,0.14119373586173284,216866249150.09546
baseline_10_30,0.2911790701785793,105159192523.84476
baseline_10_30,0.25277667823690086,121135209598.43568
baseline_10_30,0.26388459071281967,116036164965.56491
baseline_10_30,0.19167851041616416,159747463778.5016
baseline_10_30,0.18090458430646517,169261359612.37228
baseline_10_30,0.20939633340882913,146230621144.83154
baseline_10_30,0.1865843371704648,164108929850.03625
baseline_10_30,0.10926917517966657,280226842103.2366
baseline_10_30,0.12974564615416198,236001413592.2594
baseline_10_30,0.19397250095703739,157858231186.10675
baseline_10_30,0.2314886263600702,132274990703.84149
baseline_10_30,0.1832309933913901,167112317261.83582
baseline_10_30,0.18500170177321468,165512833700.08783
baseline_10_30,0.1792730791869745,170801751376.66794
baseline_10_30,0.28006077452112443,109333968500.87517
baseline_10_30,0.1916744381412652,159750857739.6016
baseline_10_30,0.16352496070327086,187250654384.1099
baseline_10_30,0.20524265792656218,149190018338.09573
baseline_10_30,0.23124227017999568,132415911139.38222
baseline_10_30,0.2981026395486483,102716822454.79187
baseline_10_30,0.1779158930611081,172104669082.63406
baseline_10_30,0.2410284851650487,127039573263.94681
baseline_10_30,0.21248943107613913,144102018367.45245
baseline_10_30,0.2801580042347855,109296023804.3465
baseline_10_30,0.23197211593152234,131999295591.4681
baseline_10_30,0.14790147651569172,207030765487.82562
baseline_10_30,0.16609924706265206,184348553297.61673
baseline_10_30,0.14123766669632715,216798794656.23877
baseline_10_30,0.1519596724186792,201501855146.53314
baseline_10_30,0.17682973638853627,173161802563.25034
baseline_10_30,0.22519374310057036,135972498517.19246
baseline_10_30,0.16930271813754166,180860391591.27667
baseline_10_30,0.16124265895216386,189901085102.46942
baseline_10_30,0.26689881510481894,114725709395.89183
baseline_10_30,0.2629730882451964,116438362967.67012
baseline_10_30,0.17025065534827682,179853380518.18103
baseline_10_30,0.2871369938639625,106639536368.24065
baseline_10_30,0.1166488787820153,262498501653.35904
baseline_10_30,0.2706198706476623,113148217189.45282
baseline_10_30,0.12316498912761915,248610876489.38785
baseline_10_30,0.2752669104955375,111238055619.1832
baseline_10_30,0.15421612137676768,198553534004.4947
baseline_10_30,0.12855468705989026,238187782959.31128
baseline_10_30,0.11569596512772458,264660533891.73657
baseline_10_30,0.15013802428799478,203946708670.46802
baseline_10_30,0.15008597548786412,204017436008.1982
baseline_10_30,0.1841632372367036,166266386056.55844
baseline_10_30,0.2158139231710371,141882207829.36328
baseline_10_30,0.26251634682966535,116640949295.59308
baseline_10_30,0.19120146327323892,160146033276.24744
baseline_10_30,0.1661976031844934,184239455401.96725
baseline_10_30,0.10213117304792832,299812045490.30133
baseline_10_30,0.18264198229064915,167651245982.95056
baseline_10_30,0.15908361156072875,192478380390.14062
baseline_10_30,0.2658429006187462,115181394081.07297
baseline_10_30,0.22240070395659914,137680121308.42337
baseline_10_30,0.10573787477711578,289585505329.73505
baseline_10_30,0.2139686753003478,143105788063.79865
baseline_10_30,0.18744877789038827,163352123414.36887
baseline_10_30,0.14469842616989603,211613607074.558
baseline_10_30,0.2793482513051746,109612842596.14809
baseline_10_30,0.24488091660512656,125041004927.2998
baseline_10_30,0.2639906812054147,115989533266.88593
baseline_10_30,0.2930724741777114,104479808230.83395
baseline_10_30,0.1500075246037788,204124132977.33984
baseline_10_30,0.1782657978654682,171766857504.1603
baseline_10_30,0.10470057562082653,292454513437.5795
baseline_10_30,0.16620016749036656,184236612767.5422
baseline_10_30,0.12129481970983629,252444053036.01117
baseline_10_30,0.17157257969704975,178467654644.40845
baseline_10_30,0.2156253009668481,142006321904.3627
baseline_10_30,0.10563564485862725,289865754507.415
baseline_10_30,0.2972940147730286,102996207048.43492
baseline_10_30,0.2998050151119098,102133568007.17151
baseline_10_30,0.20841555751832222,146918762996.52652
baseline_10_30,0.16697677139138675,183379733867.59842
baseline_10_30,0.1400306813259657,218667477797.56372
baseline_10_30,0.262765861802443,116530190374.74768
baseline_10_30,0.25398556001760664,120558648679.47882
baseline_10_30,0.2955876849177312,103590770056.42374
baseline_10_30,0.19410397221979314,157751310030.64
baseline_10_30,0.1547807112886376,197829275010.3878
baseline_10_30,0.2974704827101209,102935106773.81076
baseline_10_30,0.11168592629759014,274163065257.07724
baseline_10_30,0.2782089229342628,110061731941.85605
baseline_10_30,0.27644685428777216,110763263986.89543
baseline_10_30,0.29294234334707386,104526220245.13882
baseline_10_30,0.22714739242982165,134803026230.13194
baseline_10_30,0.22252480202263816,137603339589.57184
baseline_10_30,0.26433513267411907,115838388904.48529
baseline_10_30,0.26649455334280725,114899743787.38937
baseline_10_30,0.2820343768028611,108568878187.59227
baseline_10_30,0.28224228844636723,108488901745.99716
baseline_10_30,0.2638022320380918,116072391288.19016
baseline_10_30,0.28266745573683566,108325720836.89319
baseline_10_30,0.21863384332687644,140052223543.65125
baseline_10_30,0.2917982568980826,104936048026.21605
baseline_10_30,0.18627803705841633,164378776925.9181
baseline_10_30,0.15495317142601067,197609094528.564
baseline_10_30,0.15514389815742713,197366163049.17474
baseline_10_30,0.23799980227032622,128656224113.34683
baseline_10_30,0.2659107850386938,115151989398.87923
baseline_10_30,0.2314117894745845,132318910671.51648
baseline_10_30,0.11865715106876554,258055714502.01077
baseline_10_30,0.2761940882232539,110864631813.09065
baseline_10_30,0.19189643534683376,159566048449.41714
baseline_10_30,0.17666312953041569,173325107401.94672
baseline_10_30,0.10953230584061616,279553650083.65344
baseline_10_30,0.23615531581392027,129661091025.15662
baseline_10_30,0.2846908818434776,107555801230.95834
baseline_10_30,0.15805715512527319,193728375507.9253
baseline_10_30,0.2701046190426947,113364058742.67287
baseline_10_30,0.26608072238054786,115078445465.24669
baseline_10_30,0.22532565016783035,135892899352.63193
baseline_10_30,0.17983526560467628,170267804798.27704
baseline_10_30,0.1821105495435557,168140483769.72168
baseline_10_30,0.20739643931490723,147640702034.0894
baseline_10_30,0.20327427593185934,150634681931.3609
baseline_10_30,0.1958041532312001,156381544489.8551
baseline_10_30,0.23077109408750346,132686270873.3045
baseline_10_30,0.12184340447987162,251307455093.98282
baseline_10_30,0.12462365153815068,245701000748.2381
baseline_10_30,0.26663441136880206,114839475304.89711
baseline_10_30,0.25759272308572395,118870422786.10208
baseline_10_30,0.2351975770411152,130189078837.62157
baseline_10_30,0.17389219265418335,176087007889.52118
baseline_10_30,0.29159509237193293,105009160650.64276
baseline_10_30,0.13024334854971262,235099575070.70627
baseline_10_30,0.18939643267655232,161672294810.93686
baseline_10_30,0.2676211306334897,114416062092.48846
baseline_10_30,0.2880838946721462,106289023670.24226
baseline_10_30,0.29852605926693737,102571132232.189
baseline_10_30,0.23034640487746227,132930904287.88057
baseline_10_30,0.2891932192257098,105881306559.69798
baseline_10_30,0.20628064352610648,148439307617.09155
baseline_10_30,0.13743147288809304,222803083284.68936
baseline_10_30,0.2852407997055658,107348443600.74146
baseline_10_30,0.2841611135919003,107756320042.43423
baseline_10_30,0.1871680284999791,163597149284.6426
baseline_10_30,0.1486388327960334,206003742923.90472
baseline_10_30,0.29678261165534825,103173685712.36348
baseline_10_30,0.21501250254680562,142411048367.56033
baseline_10_30,0.15569172241919887,196671701128.58514
baseline_10_30,0.2551252590496206,120020087442.09782
baseline_10_30,0.2370997229792287,129144629589.06883
baseline_10_30,0.20200869641146066,151578404513.11447
baseline_10_30,0.13621707565377228,224789408764.3729
baseline_10_30,0.16729421377252213,183031769057.2311
baseline_10_30,0.13854139992689446,221018092180.25058
baseline_10_30,0.15862638817540045,193033178476.996
baseline_10_30,0.16216482274267838,188821196742.59503
baseline_10_30,0.10631689574500416,288008370497.0493
baseline_10_30,0.20596943148385197,148663593812.09415
baseline_10_30,0.20950516204975939,146154660821.9169
baseline_10_30,0.16430635819265899,186360139903.52927
baseline_10_30,0.17569872609067136,174276482141.48938
baseline_10_30,0.18628935494972998,164368790197.84113
baseline_10_30,0.2426764738537566,126176861784.61559
baseline_10_30,0.18265972403496705,167634962012.54318
baseline_10_30,0.24424885764264812,125364581825.89575
baseline_10_30,0.18711449503614158,163643954435.005
baseline_10_30,0.2585032750242822,118451713607.67886
baseline_10_30,0.21276967631693372,143912217332.1949
baseline_10_30,0.1301423948103478,235281945936.5648
baseline_10_30,0.21665264187156325,141332944917.30994
baseline_10_30,0.19411183030121199,157744923904.4764
baseline_10_30,0.20682993883457,148045085118.52542
baseline_10_30,0.24557263146078678,124688796620.6966
baseline_10_30,0.12398897955325726,246958689475.06726
baseline_10_30,0.23117355868761116,132455268992.07738
baseline_10_30,0.2458782363367137,124533819487.34607
baseline_10_30,0.10991656890551804,278576343900.8341
baseline_10_30,0.13634376980141502,224580528647.70895
baseline_10_30,0.21070513774609662,145322303135.86917
baseline_10_30,0.15756232029720732,194336792210.63135
baseline_10_30,0.19257482244951105,159003942002.08215
baseline_10_30,0.1036590939784433,295392856763.6431
baseline_10_30,0.1663314644905139,184091181987.81705
baseline_10_30,0.12421782552743102,246503718526.78644
baseline_10_30,0.29335829859917933,104378011619.36853
baseline_10_30,0.1302869039875619,235020980333.88327
baseline_10_30,0.2896859637355744,105701206592.7137
baseline_10_30,0.1509743239775097,202816976377.94846
baseline_10_30,0.2502787423513062,122344213544.28513
baseline_10_30,0.2108052868768437,145253263584.95068
baseline_10_30,0.17959439694768806,170496164803.75113
baseline_10_30,0.2682300089696412,114156339245.7291
baseline_10_30,0.16472784940783147,185883297875.23822
baseline_10_30,0.24720677762026552,123864548515.16637
baseline_10_30,0.2453358295480287,124809148163.28897
baseline_10_30,0.10924857411186256,280279684643.4858
baseline_10_30,0.11170451786742673,274117434857.59427
baseline_10_30,0.16715492331550647,183184289714.44348
baseline_10_30,0.20561908215852312,148916898073.7719
baseline_10_30,0.17231678619061755,177696883610.34763
baseline_10_30,0.17095228811630972,179115215345.87756
baseline_10_30,0.2864434862527832,106897721084.1561
baseline_10_30,0.2412644710384418,126915313174.91197
baseline_10_30,0.2403400249620717,127403481399.55264
baseline_10_30,0.1348817626191971,227014796553.86188
baseline_10_30,0.12956769474651086,236325543645.1909
baseline_10_30,0.16164110888372077,189432973525.62982
baseline_10_30,0.1518545874798705,201641296505.98975
baseline_10_30,0.2733492750021477,112018427338.36679
baseline_10_30,0.19467156002310435,157291367553.5821
baseline_10_30,0.2955339626262497,103609600831.38547
baseline_10_30,0.19991044268243235,153169366687.1868
baseline_10_30,0.1099540155378668,278481470185.85345
baseline_10_30,0.25810697287068146,118633586529.1204
baseline_10_30,0.2771645630134908,110476446075.58618
baseline_10_30,0.12745600328756002,240240985987.45184
baseline_10_30,0.2177527423138677,140618922060.17587
baseline_10_30,0.2578550612776838,118749485653.29308
baseline_10_30,0.29219726246439404,104792754187.95058
baseline_10_30,0.1717394444149297,178294252692.72296
baseline_10_30,0.10184833096831991,300644650812.66547
baseline_10_30,0.24234805575084611,126347850429.23299
baseline_10_30,0.173925595908266,176053189525.78656
baseline_10_30,0.2602812102687584,117642590751.00308
baseline_10_30,0.24852710948168782,123206502355.75005
baseline_10_30,0.18111629299301502,169063508278.65182
baseline_10_30,0.1832788200457946,167068709260.41797
baseline_10_30,0.28885830983711874,106004067935.90047
baseline_10_30,0.23355801015839048,131103000402.58887
baseline_10_30,0.2646215178923557,115713023429.48228
baseline_10_30,0.29951080980687067,102233892391.2886
baseline_10_30,0.26932429961188264,113692511013.48582
baseline_10_30,0.2539920425186567,120555571726.52034
baseline_10_30,0.1763686406164454,173614514421.60837
baseline_10_30,0.23964781656075332,127771478744.35477
baseline_10_30,0.18880130967491612,162181904100.90927
baseline_10_30,0.16724394567552223,183086782461.0579
baseline_10_30,0.18016763266105754,169953700604.08047
baseline_10_30,0.18774330496309466,163095860626.52103
baseline_10_30,0.26255846091934243,116622240215.02696
baseline_10_30,0.16712390246861822,183218291623.9228
baseline_10_30,0.18407839932992884,166343014776.77435
baseline_10_30,0.14485405718565691,211386249682.8653
baseline_10_30,0.2686293516675249,113986635152.66583
baseline_10_30,0.24830280738248137,123317799837.26306
baseline_10_30,0.18335179851800032,167002211853.4999
baseline_10_30,0.10373907089074126,295165125703.4362
baseline_10_30,0.24546754119930683,124742178742.73387
baseline_10_30,0.26160308236868013,117048146461.32494
baseline_10_30,0.2932350630247999,104421877738.52158
baseline_10_30,0.29617716987565057,103384592109.78056
baseline_10_30,0.2274906097097836,134599647602.53773
baseline_10_30,0.22546023357404799,135811781148.38922
baseline_10_30,0.2591381531679076,118161511631.91745
baseline_10_30,0.26944511057769527,113641534760.72787
baseline_10_30,0.10292509327920643,297499423359.8562
baseline_10_30,0.19402218643589017,157817806624.6099
baseline_10_30,0.17658635542059273,173400463625.2464
baseline_10_30,0.1815155121579017,168691675635.89066
baseline_10_30,0.2682564063195267,114145105870.65315
baseline_10_30,0.13655918789384128,224226259485.57117
baseline_10_30,0.2522562994667862,121385099062.13457
baseline_10_30,0.23443848094455982,130610622353.69286
baseline_10_30,0.201190995429284,152194464938.59564
baseline_10_30,0.244095372000087,125443410290.51714
baseline_10_30,0.2340241820953908,130841845597.57254
baseline_10_30,0.17810899912617933,171918072921.91235
baseline_10_30,0.1534131776565411,199592736214.45493
baseline_10_30,0.11383015875942995,268998622452.38834
baseline_10_30,0.19453742417458258,157399821806.7494
baseline_10_30,0.29373931449872587,104242620542.90367
baseline_10_30,0.17702254839351253,172973195661.81027
baseline_10_30,0.10476415982435122,292277014879.5296
baseline_10_30,0.12103791191046931,252979875615.1113
baseline_10_30,0.13198241587568765,232001783697.1859
baseline_10_30,0.21800218712853844,140458021559.98126
baseline_10_30,0.11927190136262587,256725645772.41006
baseline_10_30,0.13868380668508387,220791140881.747
baseline_10_30,0.2402479673134393,127452299564.61926
baseline_10_30,0.1642918228923031,186376627641.99475
baseline_10_30,0.26987356676797136,113461115390.1914
baseline_10_30,0.15618628928597936,196048936432.29703
baseline_10_30,0.27097765544898744,112998822168.89163
baseline_10_30,0.22112276595808125,138475818024.21942
baseline_10_30,0.28764509890095885,106451165053.10722
baseline_10_30,0.22321949886758277,137175094716.9166
baseline_10_30,0.23092924459834863,132595401474.94289
baseline_10_30,0.16367631522492743,187077500234.1937
baseline_10_30,0.1804155817409418,169720129516.25604
baseline_10_30,0.20735797684339974,147668087651.8591
baseline_10_30,0.22967749663719986,133318049648.50836
baseline_10_30,0.11059996700096492,276855018406.6165
baseline_10_30,0.1628762673540734,187996424508.2974
baseline_10_30,0.10550181669696974,290233446763.9817
baseline_10_30,0.21124794479292258,144948893726.93762
baseline_10_30,0.2306313885877485,132766645890.32402
baseline_10_30,0.2784757277096702,109956282910.7566
baseline_10_30,0.2858686301201349,107112682797.53308
baseline_10_30,0.24311885973024763,125947266838.11324
baseline_10_30,0.21705223595267734,141072750370.09644
baseline_10_30,0.270910087413708,113027005351.27415
baseline_10_30,0.26647546032973896,114907976374.0109
baseline_10_30,0.26034758857605306,117612596557.1543
baseline_10_30,0.1629649612018092,187894107260.91336
baseline_10_30,0.2771545564460617,110480434788.67522
baseline_10_30,0.17686379908914648,173128452840.64902
baseline_10_30,0.16823188599763264,182011606885.59485
baseline_10_30,0.26408321296292553,115948891852.21352
baseline_10_30,0.1339985021751205,228511180369.8099
baseline_10_30,0.14940798620899892,204943234138.70532
baseline_10_30,0.14397499860941596,212676896652.67178
baseline_10_30,0.20255967345912043,151166100225.78323
baseline_10_30,0.12392204721479703,247092075930.19083
baseline_10_30,0.2582626925531323,118562056319.93808
baseline_10_30,0.1742358832212447,175739665869.75574
baseline_10_30,0.1301199104685855,235322601971.93927
baseline_10_30,0.26188623163761304,116921594954.99628
baseline_10_30,0.22358250039421285,136952381540.75089
baseline_10_30,0.2984262521052694,102605436632.37143
baseline_10_30,0.21739428843939937,140850783705.65826
baseline_10_30,0.17978985075524867,170310814382.43765
baseline_10_30,0.21194561401740303,144471760087.04324
baseline_10_30,0.13238500000553588,231296263916.1755
baseline_10_30,0.29901115711049747,102404726953.07439
baseline_10_30,0.10919239099835605,280423897854.6072
baseline_10_30,0.27373165759106927,111861945999.56396
baseline_10_30,0.2815526252223207,108754645337.24348
baseline_10_30,0.11351288862118512,269750477428.24002
baseline_10_30,0.2989359550493511,102430488479.60849
baseline_10_30,0.2536483695027728,120718914771.05904
baseline_10_30,0.1486088975240022,206045239618.83093
baseline_10_30,0.1772419881443682,172759041017.31476
baseline_10_30,0.2900092151300464,105583389431.58266
baseline_10_30,0.11861757470353744,258141813945.80612
baseline_10_30,0.26728834386215233,114558515561.81195
baseline_10_30,0.11237750402185778,272475849738.28574
baseline_10_30,0.1882103995996331,162691094461.08957
baseline_10_30,0.1801026301511001,170015040169.7856
baseline_10_30,0.17033049078539733,179769081616.7626
baseline_10_30,0.19526545672322937,156812968425.97482
baseline_10_30,0.19780770367920447,154797590439.05438
baseline_10_30,0.2099264901079855,145861324523.9913
baseline_10_30,0.24656967236257693,124184599048.32437
baseline_10_30,0.24090265223061874,127105931031.8855
baseline_10_30,0.22251501154895953,137609394020.97836
baseline_10_30,0.2374727556858353,128941763493.62901
baseline_10_30,0.2144058386521227,142814002138.74338
baseline_10_30,0.11745021895474599,260707525046.17624
baseline_10_30,0.2013182726160041,152098244744.17395
baseline_10_30,0.1493301429791499,205050067514.49127
baseline_10_30,0.2897774235213418,105667845092.039
baseline_10_30,0.2589825131643989,118232522828.23445
baseline_10_30,0.26737186716693684,114522729052.51195
baseline_10_30,0.24812978391542445,123403790615.72176
baseline_10_30,0.20910481250103688,146434486770.46344
baseline_10_30,0.2553297315730523,119923973252.84698
baseline_10_30,0.19962984640835446,153384658911.11298
baseline_10_30,0.14372507985195,213046713429.31165
baseline_10_30,0.16188794162396147,189144142501.66208
baseline_10_30,0.13996921720502323,218763500370.02582
baseline_10_30,0.295821961985933,103508731043.02979
baseline_10_30,0.15905438943753197,192513743305.7091
baseline_10_30,0.20645829271993324,148311581464.83594
baseline_10_30,0.10168606786683432,301124397296.2231
baseline_10_30,0.14257367548547814,214767247849.63647
baseline_10_30,0.2731514844646256,112099540516.27632
baseline_10_30,0.13202014693254907,231935478116.5907
baseline_10_30,0.2714029958102488,112821731419.76436
baseline_10_30,0.12538998807509005,244199368465.4183
baseline_10_30,0.13908362524459134,220156440745.45056
baseline_10_30,0.166942903843391,183416935939.65555
baseline_10_30,0.17046372923833025,179628569881.93893
baseline_10_30,0.1452272195948687,210843091159.09854
baseline_10_30,0.14759503633823873,207460607480.40408
baseline_10_30,0.11644467682611262,262958829329.3007
baseline_10_30,0.11540899040280764,265318635861.47794
baseline_10_30,0.28608380109378234,107032120598.06769
baseline_10_30,0.2340086196312006,130850547078.48338
baseline_10_30,0.16278094781149235,188106509462.53757
baseline_10_30,0.2551485011874536,120009154501.46884
baseline_10_30,0.14453893917705077,211847105521.61746
baseline_10_30,0.28627463827061544,106960770555.1551
baseline_10_30,0.2549092244038677,120121804032.12872
baseline_10_30,0.24592263516978785,124511336171.56798
baseline_10_30,0.13641372490889034,224465360214.11545
baseline_10_30,0.2169979804109762,141108022488.64844
baseline_10_30,0.2905430750903748,105389384655.9543
baseline_10_30,0.2469655556617731,123985532386.38089
baseline_10_30,0.1332423748637532,229807941588.6569
baseline_10_30,0.11094234784681747,276000611976.42755
baseline_10_30,0.15288721549525086,200279374574.4848
baseline_10_30,0.11119409495443891,275375737464.9233
baseline_10_30,0.2081517504707625,147104964673.95456
baseline_10_30,0.1495547062534019,204742175401.29608
baseline_10_30,0.23759530635302695,128875255870.27753
baseline_10_30,0.22020449765000516,139053271965.82175
baseline_10_30,0.17314442541319142,176847483404.39758
baseline_10_30,0.10027276310250222,305368626059.7243
baseline_10_30,0.2563810865915377,119432194889.65999
baseline_10_30,0.1628515301034476,188024981284.31824
baseline_10_30,0.1610122342999203,190172852596.94382
baseline_10_30,0.11912128756511152,257050242871.8829
baseline_10_30,0.1869478515178809,163789825083.35812
baseline_10_30,0.27638265069204554,110788994255.43642
baseline_10_30,0.22789504557185614,134360779204.25293
baseline_10_30,0.17162712275873762,178410937663.19888
baseline_10_30,0.28734040777714076,106564044147.84608
baseline_10_30,0.22790467360589958,134355103014.57321
baseline_10_30,0.24379363926897119,125598666116.30872
baseline_10_30,0.19357286523327305,158184133209.59644
baseline_10_30,0.17294193772926134,177054543865.22968
baseline_10_30,0.24598290887419677,124480826899.57704
baseline_10_30,0.16160587173191357,189474278203.32422
baseline_10_30,0.2034028794557727,150539441633.03387
baseline_10_30,0.24303691936139607,125989730203.46397
baseline_10_30,0.2597949982366466,117862761437.50659
baseline_10_30,0.26827467402282457,114137333355.65692
baseline_10_30,0.2469647624870256,123985930589.72115
baseline_10_30,0.14573754221788263,210104791351.87512
baseline_10_30,0.2297416055151168,133280847546.826
baseline_10_30,0.16204521790809703,188960564804.7532
baseline_10_30,0.12053888485017775,254027204066.8225
baseline_10_30,0.10755543051029555,284691863112.3164
baseline_10_30,0.23199087733550267,131988620636.7537
baseline_10_30,0.23352787026615843,131119920996.68726
baseline_10_30,0.16051570761223025,190761118368.5195
baseline_10_30,0.1873431190447755,163444251680.8158
baseline_10_30,0.17465083318530134,175322128966.5186
baseline_10_30,0.24023445012124528,127459470880.92262
baseline_10_30,0.261958003751642,116889560392.48863
baseline_10_30,0.16565464374608196,184843329516.06464
baseline_10_30,0.18780504556511085,163042243128.69968
baseline_10_30,0.19162291621070981,159793810183.711
baseline_10_30,0.18747542810359868,163328902403.69348
baseline_10_30,0.22923752029952882,133573927426.0779
baseline_10_30,0.1383548365231992,221316122148.63895
baseline_10_30,0.1852194867663344,165318220206.77826
baseline_10_30,0.28515168466977553,107381991922.24126
baseline_10_30,0.2484184512840283,123260392863.54732
baseline_10_30,0.12971296037127533,236060882522.29953
baseline_10_30,0.16338189613764847,187414619512.22543
baseline_10_30,0.22798700327362753,134306585288.4313
baseline_10_30,0.2955458058399618,103605448951.6395
baseline_10_30,0.2910120194149363,105219557464.95786
baseline_10_30,0.23114652788365644,132470758614.36015
baseline_10_30,0.28807569245399833,106292049978.1943
baseline_10_30,0.28377798069359444,107901803462.63382
baseline_10_30,0.27820552393509446,110063076630.23624
baseline_10_30,0.27588914588016905,110987171322.51016
baseline_10_30,0.19769004887114558,154889717892.5862
baseline_10_30,0.2297213852067913,133292579061.6297
baseline_10_30,0.2207787978131581,138691560073.33963
baseline_10_30,0.10057609421887424,304447653665.96533
baseline_10_30,0.11574662142138184,264544705701.16245
baseline_10_30,0.24722093857341687,123857453484.79088
baseline_10_30,0.29552598146818215,103612398976.56865
baseline_10_30,0.262954949221275,116446395059.31735
baseline_10_30,0.2088501779974077,146613022758.36887
baseline_10_30,0.2269603763860059,134914104335.75278
baseline_10_30,0.13289704980347872,230405083823.1761
baseline_10_30,0.11661923083849751,262565236279.32568
baseline_10_30,0.21820064653963078,140330271176.6343
baseline_10_30,0.24648393899694346,124227793601.60675
baseline_10_30,0.17126303063300974,178790225693.4691
baseline_10_30,0.2046709457785079,149606754311.67468
baseline_10_30,0.29463714452770995,103924968282.27837
baseline_10_30,0.20674692093241434,148104531674.41882
baseline_10_30,0.24563873128591238,124655243656.11075
baseline_10_30,0.26613264612342036,115055993114.13704
baseline_10_30,0.1585228327725343,193159277842.07864
baseline_10_30,0.29803812869808705,102739055682.50824
baseline_10_30,0.21876465996012306,139968475280.2616
baseline_10_30,0.2364822984067488,129481809446.7128
baseline_10_30,0.14182240689445844,215904923420.24814
baseline_10_30,0.29882345947846634,102469049629.7191
baseline_10_30,0.23887286917066805,128185992851.05948
baseline_10_30,0.23836717727479942,128457937245.79436
baseline_10_30,0.14728402602764779,207898688850.856
baseline_10_30,0.10087717344912768,303538995521.7674
baseline_10_30,0.14297001720157854,214171869733.01453
baseline_10_30,0.29639414331917896,103308910078.05539
baseline_10_30,0.24216324179759868,126444276482.78598
baseline_10_30,0.20972848071187303,145999035495.27725
baseline_10_30,0.1937661120464308,158026373014.524
baseline_10_30,0.11249134947941138,272200093976.35992
baseline_10_30,0.23736318140978854,129001287048.6433
baseline_10_30,0.23537213646384048,130092526498.04369
baseline_10_30,0.2924803885224136,104691312995.42435
baseline_10_30,0.11476615324822875,266804759357.8806
baseline_10_30,0.293876015174132,104194130581.4964
baseline_10_30,0.12810969527685342,239015133348.42584
baseline_10_30,0.27135885385816655,112840084133.85995
baseline_10_30,0.2895611110655019,105746782733.18513
baseline_10_30,0.2113636012060707,144869578892.01532
baseline_10_30,0.14395615647958887,212704733501.0286
baseline_10_30,0.20266739146242593,151085755231.12817
baseline_10_30,0.2887240754291075,106053351644.87074
baseline_10_30,0.24134715827936487,126871831092.2882
baseline_10_30,0.23905409600564523,128088815090.20549
baseline_10_30,0.2742878384299591,111635120518.26662
baseline_10_30,0.20891901346080943,146564716119.37454
baseline_10_30,0.24917365646596695,122886810484.34001
baseline_10_30,0.15946270119756425,192020802795.04907
baseline_10_30,0.2551153296213274,120024758783.6976
baseline_10_30,0.14228405827113036,215204403584.51736
baseline_10_30,0.17510990595889148,174862499823.46323
baseline_10_30,0.18336432821370835,166990800217.89185
baseline_10_30,0.1163501266058161,263172518957.04153
baseline_10_30,0.19645183319030152,155865971839.32507
baseline_10_30,0.13109553546305003,233571309592.41382
baseline_10_30,0.19127808944343067,160081878635.02814
baseline_10_30,0.1362406280029818,224750548706.757
baseline_10_30,0.18526909674087205,165273952528.90137
baseline_10_30,0.16166236214726531,189408069343.50052
baseline_10_30,0.22624075897640508,135343233634.64642
baseline_10_30,0.22520847344054976,135963604885.88095
baseline_10_30,0.21764489966924047,140688598475.57843
baseline_10_30,0.17245169613992448,177557870320.8499
baseline_10_30,0.2877184576605998,106424023501.27867
baseline_10_30,0.20735896726642358,147667382334.52545
baseline_10_30,0.14078706768378207,217492674601.3235
baseline_10_30,0.2753282163686799,111213286831.52917
baseline_10_30,0.26000754091043493,117766414745.52878
baseline_10_30,0.1517121845811812,201830564791.83765
baseline_10_30,0.24894030685171384,123002001110.50244
baseline_10_30,0.16280500560813593,188078712846.9785
baseline_10_30,0.10287626112739734,297640637055.27454
baseline_10_30,0.280592073814817,109126945332.14713
baseline_10_30,0.1500700937677592,204039026904.3845
baseline_10_30,0.2974463589051338,102943455124.25377
baseline_10_30,0.15854235365293912,193135494675.78296
baseline_10_30,0.2173673535240833,140868237126.65182
baseline_10_30,0.2548674386710133,120141498103.83694
baseline_10_30,0.14999597857787125,204139845548.77048
baseline_10_30,0.19673430328798552,155642180281.0902
baseline_10_30,0.13489487377219628,226992731773.73004
baseline_10_30,0.14888191481300078,205667397133.37894
baseline_10_30,0.25487680265406915,120137084195.07462
baseline_10_30,0.17274505404347557,177256339229.93246
baseline_10_30,0.28988468294528696,105628747227.05716
baseline_10_30,0.2845823084587295,107596835747.30682
baseline_10_30,0.2100787637450789,145755598300.1666
baseline_10_30,0.2047119157893979,149576812770.02222
baseline_10_30,0.2517427436509533,121632724962.58652
baseline_10_30,0.13053003994242568,234583210985.98676
baseline_10_30,0.1009448601306652,303335463144.80927
baseline_10_30,0.18619243991043943,164454345807.7672
baseline_10_30,0.15602268872320296,196254507279.68155
baseline_10_30,0.10117590861886983,302642756737.3732
baseline_10_30,0.22880937597752118,133823868751.04071
baseline_10_30,0.12701412251144148,241076781812.70786
baseline_10_30,0.27177758291814585,112666230860.71643
baseline_10_30,0.23939245351276797,127907774244.81427
baseline_10_30,0.23167940692157282,132166066491.13503
baseline_10_30,0.20798658453604973,147221783405.53506
baseline_10_30,0.23572043010795543,129900305568.7616
baseline_10_30,0.2411000517480289,127001863657.10167
baseline_10_30,0.11560642510451775,264865519992.85657
